"ITEM,PRODUCT GRP,UOM,QTYRECD,QTY1,QTY2,QTY3,QTY4,QTY5,PACK,DESCRIPTION,BRAND"
"127920,Unassigned,Case,,,,,,,2/Case,""Salad, Pasta, Creamy Caesar, Trio, Refrigerated"",Gordon Choice"
"698640,Unassigned,Case,,,,,,,2/Case,""Salad, Pasta, Fire-Roasted, Penne, Vegetarian, Refrigerated"",Gordon Choice"
"138990,Unassigned,Case,,,,,,,2/Case,SALAD PASTA TORTLN CHS 2-5# GCHC,Gordon Choice"
"667611,Unassigned,Case,,,,,,,3/Case,""Cole Slaw, Super Blend, with Kale/Brussels Sprouts/Broccoli/Cabbage, Fresh Cut"",Ready-Set-Serve"
"824940,Unassigned,Case,,,,,,,60/Case,""Dressing, Country Ranch, Packets"",Pepper Mill"
"209300,Unassigned,Case,,,,,,,200/Case,""Salad Dressing, Packets"",Miracle Whip"
"456187,Unassigned,Case,,,,,,,60/Case,""Dressing, Thousand Island, Packets"",Marzetti"
"187186,Unassigned,Case,,,,,,,200/Case,""Dressing, French, Packets"",Gordon Choice"
"633931,Unassigned,Case,,,,,,,10/Case,""Rolls, Dinner Rolls, Pull Apart, Hawaiian, Frozen, 1.25 Ounce"",Gordon Choice"
"272010,Unassigned,Case,,,,,,,720/Case,""Butter, Whipped, Salted, Cups, Grade AA"",GFS"
"273899,Unassigned,Case,,,,,,,6/Case,""Eggs, Shell, Extra Large Grade A, Refrigerated"",Gordon Choice"
